timestamp,bpm,rr_ms,spo2,sleep_stage,steps
2025-11-18 00:39:00.000000,61,990,95.0,0.0,0.0
2025-11-18 00:40:00.000000,56,1094,99.0,0.0,0.0
2025-11-18 00:41:00.000000,64,988,96.0,0.0,0.0
2025-11-18 00:42:00.000000,86,681,96.0,0.0,0.0
2025-11-18 00:43:00.000000,71,858,96.0,0.0,0.0
2025-11-18 00:44:00.000000,101,594,95.0,0.0,0.0
2025-11-18 00:45:00.000000,77,783,96.0,0.0,0.0
2025-11-18 00:46:00.000000,83,731,96.0,0.0,0.0
2025-11-18 00:47:00.000000,86,702,97.0,0.0,0.0
2025-11-18 00:48:00.000000,73,798,98.0,0.0,0.0
2025-11-18 00:49:00.000000,64,933,95.0,0.0,0.0
2025-11-18 00:50:00.000000,67,895,98.0,0.0,0.0
2025-11-18 00:51:00.000000,67,883,95.0,0.0,0.0
2025-11-18 00:52:00.000000,56,1062,97.0,0.0,0.0
2025-11-18 00:53:00.000000,72,822,99.0,0.0,0.0
2025-11-18 00:54:00.000000,84,721,97.0,0.0,0.0
2025-11-18 00:55:00.000000,63,950,95.0,0.0,0.0
2025-11-18 00:56:00.000000,71,820,99.0,0.0,0.0
2025-11-18 00:57:00.000000,87,689,96.0,0.0,0.0
2025-11-18 00:58:00.000000,89,679,98.0,0.0,0.0
2025-11-18 00:59:00.000000,54,1132,98.0,0.0,0.0
2025-11-18 01:00:00.000000,82,718,98.0,0.0,0.0
2025-11-18 01:01:00.000000,49,1214,96.0,0.0,0.0
2025-11-18 01:02:00.000000,72,831,98.0,0.0,0.0
2025-11-18 01:03:00.000000,79,749,95.0,0.0,0.0
2025-11-18 01:04:00.000000,81,728,96.0,0.0,0.0
2025-11-18 01:05:00.000000,73,788,97.0,0.0,0.0
2025-11-18 01:06:00.000000,73,807,96.0,0.0,0.0
2025-11-18 01:07:00.000000,71,833,95.0,0.0,0.0
2025-11-18 01:08:00.000000,68,858,95.0,0.0,0.0
2025-11-18 01:09:00.000000,58,1059,99.0,0.0,0.0
2025-11-18 01:10:00.000000,62,937,97.0,0.0,0.0
2025-11-18 01:11:00.000000,83,710,96.0,0.0,0.0
2025-11-18 01:12:00.000000,66,891,99.0,0.0,0.0
2025-11-18 01:13:00.000000,71,829,97.0,0.0,0.0
2025-11-18 01:14:00.000000,55,1100,99.0,0.0,0.0
2025-11-18 01:15:00.000000,74,803,98.0,0.0,0.0
2025-11-18 01:16:00.000000,72,837,98.0,0.0,0.0
2025-11-18 01:17:00.000000,71,820,99.0,0.0,0.0
2025-11-18 01:18:00.000000,76,802,99.0,0.0,0.0
2025-11-18 01:19:00.000000,69,867,97.0,0.0,0.0
2025-11-18 01:20:00.000000,75,814,98.0,0.0,0.0
2025-11-18 01:21:00.000000,63,948,98.0,0.0,0.0
2025-11-18 01:22:00.000000,61,986,99.0,0.0,0.0
2025-11-18 01:23:00.000000,62,967,98.0,0.0,0.0
2025-11-18 01:24:00.000000,78,772,97.0,0.0,0.0
2025-11-18 01:25:00.000000,52,1155,96.0,0.0,0.0
2025-11-18 01:26:00.000000,77,771,97.0,0.0,0.0
2025-11-18 01:27:00.000000,60,1014,99.0,0.0,0.0
2025-11-18 01:28:00.000000,67,898,97.0,0.0,0.0
2025-11-18 01:29:00.000000,69,876,96.0,0.0,0.0
2025-11-18 01:30:00.000000,68,892,98.0,0.0,0.0
2025-11-18 01:31:00.000000,69,865,98.0,0.0,0.0
2025-11-18 01:32:00.000000,76,804,99.0,0.0,0.0
2025-11-18 01:33:00.000000,78,786,95.0,0.0,0.0
2025-11-18 01:34:00.000000,69,838,98.0,0.0,0.0
2025-11-18 01:35:00.000000,71,862,97.0,0.0,0.0
2025-11-18 01:36:00.000000,81,749,98.0,0.0,0.0
2025-11-18 01:37:00.000000,54,1110,95.0,0.0,0.0
2025-11-18 01:38:00.000000,79,772,95.0,0.0,0.0
2025-11-18 01:39:00.000000,81,708,95.0,0.0,0.0
2025-11-18 01:40:00.000000,86,699,95.0,0.0,0.0
2025-11-18 01:41:00.000000,60,998,96.0,0.0,0.0
2025-11-18 01:42:00.000000,64,941,99.0,0.0,0.0
2025-11-18 01:43:00.000000,60,996,99.0,0.0,0.0
2025-11-18 01:44:00.000000,72,828,98.0,0.0,0.0
2025-11-18 01:45:00.000000,70,860,97.0,0.0,0.0
2025-11-18 01:46:00.000000,66,890,95.0,0.0,0.0
2025-11-18 01:47:00.000000,61,975,96.0,0.0,0.0
2025-11-18 01:48:00.000000,70,840,99.0,0.0,0.0
2025-11-18 01:49:00.000000,68,872,97.0,0.0,0.0
2025-11-18 01:50:00.000000,64,937,98.0,0.0,0.0
2025-11-18 01:51:00.000000,69,853,98.0,0.0,0.0
2025-11-18 01:52:00.000000,62,970,99.0,0.0,0.0
2025-11-18 01:53:00.000000,71,804,97.0,0.0,0.0
2025-11-18 01:54:00.000000,68,852,97.0,0.0,0.0
2025-11-18 01:55:00.000000,69,898,97.0,0.0,0.0
2025-11-18 01:56:00.000000,76,784,96.0,0.0,0.0
2025-11-18 01:57:00.000000,69,826,99.0,0.0,0.0
2025-11-18 01:58:00.000000,72,857,95.0,0.0,0.0
2025-11-18 01:59:00.000000,72,820,95.0,0.0,0.0
2025-11-18 02:00:00.000000,80,717,95.0,0.0,0.0
2025-11-18 02:01:00.000000,72,853,95.0,0.0,0.0
2025-11-18 02:02:00.000000,69,877,98.0,0.0,0.0
2025-11-18 02:03:00.000000,77,798,95.0,0.0,0.0
2025-11-18 02:04:00.000000,50,1202,98.0,0.0,0.0
2025-11-18 02:05:00.000000,66,903,98.0,0.0,0.0
2025-11-18 02:06:00.000000,54,1150,95.0,0.0,0.0
2025-11-18 02:07:00.000000,68,887,95.0,0.0,0.0
2025-11-18 02:08:00.000000,54,1100,98.0,0.0,0.0
2025-11-18 02:09:00.000000,62,960,98.0,0.0,0.0
2025-11-18 02:10:00.000000,73,809,97.0,0.0,0.0
2025-11-18 02:11:00.000000,68,885,95.0,0.0,0.0
2025-11-18 02:12:00.000000,61,1008,99.0,0.0,0.0
2025-11-18 02:13:00.000000,69,874,98.0,0.0,0.0
2025-11-18 02:14:00.000000,66,895,98.0,0.0,0.0
2025-11-18 02:15:00.000000,68,878,96.0,0.0,0.0
2025-11-18 02:16:00.000000,58,1034,99.0,0.0,0.0
2025-11-18 02:17:00.000000,64,909,95.0,0.0,0.0
2025-11-18 02:18:00.000000,94,633,96.0,0.0,0.0
2025-11-18 02:19:00.000000,72,797,95.0,0.0,0.0
2025-11-18 02:20:00.000000,66,925,99.0,0.0,0.0
2025-11-18 02:21:00.000000,68,884,98.0,0.0,0.0
2025-11-18 02:22:00.000000,67,890,97.0,0.0,0.0
2025-11-18 02:23:00.000000,75,788,96.0,0.0,0.0
2025-11-18 02:24:00.000000,72,863,99.0,0.0,0.0
2025-11-18 02:25:00.000000,64,915,95.0,0.0,0.0
2025-11-18 02:26:00.000000,72,842,95.0,0.0,0.0
2025-11-18 02:27:00.000000,73,839,96.0,0.0,0.0
2025-11-18 02:28:00.000000,68,881,96.0,0.0,0.0
2025-11-18 02:29:00.000000,85,689,99.0,0.0,0.0
2025-11-18 02:30:00.000000,75,808,95.0,0.0,0.0
2025-11-18 02:31:00.000000,78,769,98.0,0.0,0.0
2025-11-18 02:32:00.000000,72,820,95.0,0.0,0.0
2025-11-18 02:33:00.000000,90,643,97.0,0.0,0.0
2025-11-18 02:34:00.000000,67,935,99.0,0.0,0.0
2025-11-18 02:35:00.000000,48,1252,95.0,0.0,0.0
2025-11-18 02:36:00.000000,98,600,98.0,0.0,0.0
2025-11-18 02:37:00.000000,61,986,98.0,0.0,0.0
2025-11-18 02:38:00.000000,71,816,97.0,0.0,0.0
2025-11-18 02:39:00.000000,71,863,98.0,0.0,0.0
2025-11-18 02:40:00.000000,69,875,95.0,0.0,0.0
2025-11-18 02:41:00.000000,64,960,99.0,0.0,0.0
2025-11-18 02:42:00.000000,73,814,98.0,0.0,0.0
2025-11-18 02:43:00.000000,75,808,95.0,0.0,0.0
2025-11-18 02:44:00.000000,71,828,96.0,0.0,0.0
2025-11-18 02:45:00.000000,67,905,96.0,0.0,0.0
2025-11-18 02:46:00.000000,56,1095,98.0,0.0,0.0
2025-11-18 02:47:00.000000,60,1002,95.0,0.0,0.0
2025-11-18 02:48:00.000000,64,932,99.0,0.0,0.0
2025-11-18 02:49:00.000000,72,811,96.0,0.0,0.0
2025-11-18 02:50:00.000000,68,879,95.0,0.0,0.0
2025-11-18 02:51:00.000000,78,747,95.0,0.0,0.0
2025-11-18 02:52:00.000000,68,903,98.0,0.0,0.0
2025-11-18 02:53:00.000000,67,915,97.0,0.0,0.0
2025-11-18 02:54:00.000000,77,779,96.0,0.0,0.0
2025-11-18 02:55:00.000000,92,653,95.0,0.0,0.0
2025-11-18 02:56:00.000000,52,1156,95.0,0.0,0.0
2025-11-18 02:57:00.000000,75,793,96.0,0.0,0.0
2025-11-18 02:58:00.000000,88,654,97.0,0.0,0.0
2025-11-18 02:59:00.000000,55,1137,95.0,0.0,0.0
2025-11-18 03:00:00.000000,66,921,98.0,0.0,0.0
2025-11-18 03:01:00.000000,75,842,97.0,0.0,0.0
2025-11-18 03:02:00.000000,59,1035,96.0,0.0,0.0
2025-11-18 03:03:00.000000,78,791,98.0,0.0,0.0
2025-11-18 03:04:00.000000,64,931,97.0,0.0,0.0
2025-11-18 03:05:00.000000,81,726,95.0,0.0,0.0
2025-11-18 03:06:00.000000,62,1003,98.0,0.0,0.0
2025-11-18 03:07:00.000000,74,829,97.0,0.0,0.0
2025-11-18 03:08:00.000000,51,1166,95.0,0.0,0.0
2025-11-18 03:09:00.000000,76,814,95.0,0.0,0.0
2025-11-18 03:10:00.000000,66,886,95.0,0.0,0.0
2025-11-18 03:11:00.000000,81,748,99.0,0.0,0.0
2025-11-18 03:12:00.000000,75,831,95.0,0.0,0.0
2025-11-18 03:13:00.000000,63,924,97.0,0.0,0.0
2025-11-18 03:14:00.000000,71,846,98.0,0.0,0.0
2025-11-18 03:15:00.000000,66,913,96.0,0.0,0.0
2025-11-18 03:16:00.000000,63,961,95.0,0.0,0.0
2025-11-18 03:17:00.000000,86,709,97.0,0.0,0.0
2025-11-18 03:18:00.000000,54,1085,99.0,0.0,0.0
2025-11-18 03:19:00.000000,83,720,98.0,0.0,0.0
2025-11-18 03:20:00.000000,64,955,96.0,0.0,0.0
2025-11-18 03:21:00.000000,73,822,97.0,0.0,0.0
2025-11-18 03:22:00.000000,68,912,98.0,0.0,0.0
2025-11-18 03:23:00.000000,56,1078,99.0,0.0,0.0
2025-11-18 03:24:00.000000,70,861,97.0,0.0,0.0
2025-11-18 03:25:00.000000,83,730,96.0,0.0,0.0
2025-11-18 03:26:00.000000,52,1113,99.0,0.0,0.0
2025-11-18 03:27:00.000000,77,754,99.0,0.0,0.0
2025-11-18 03:28:00.000000,77,791,99.0,0.0,0.0
2025-11-18 03:29:00.000000,58,1011,95.0,0.0,0.0
2025-11-18 03:30:00.000000,72,835,97.0,0.0,0.0
2025-11-18 03:31:00.000000,73,783,96.0,0.0,0.0
2025-11-18 03:32:00.000000,70,870,99.0,0.0,0.0
2025-11-18 03:33:00.000000,61,1031,96.0,0.0,0.0
2025-11-18 03:34:00.000000,85,712,99.0,0.0,0.0
2025-11-18 03:35:00.000000,80,779,98.0,0.0,0.0
2025-11-18 03:36:00.000000,72,854,96.0,0.0,0.0
2025-11-18 03:37:00.000000,71,833,95.0,0.0,0.0
2025-11-18 03:38:00.000000,69,848,96.0,0.0,0.0
2025-11-18 03:39:00.000000,74,826,96.0,0.0,0.0
2025-11-18 03:40:00.000000,66,929,96.0,0.0,0.0
2025-11-18 03:41:00.000000,70,865,98.0,0.0,0.0
2025-11-18 03:42:00.000000,70,841,95.0,0.0,0.0
2025-11-18 03:43:00.000000,70,851,98.0,0.0,0.0
2025-11-18 03:44:00.000000,83,740,96.0,0.0,0.0
2025-11-18 03:45:00.000000,73,818,99.0,0.0,0.0
2025-11-18 03:46:00.000000,56,1050,95.0,0.0,0.0
2025-11-18 03:47:00.000000,62,1003,97.0,0.0,0.0
2025-11-18 03:48:00.000000,69,876,95.0,0.0,0.0
2025-11-18 03:49:00.000000,69,883,97.0,0.0,0.0
2025-11-18 03:50:00.000000,67,866,98.0,0.0,0.0
2025-11-18 03:51:00.000000,75,796,99.0,0.0,0.0
2025-11-18 03:52:00.000000,60,1009,96.0,0.0,0.0
2025-11-18 03:53:00.000000,76,777,95.0,0.0,0.0
2025-11-18 03:54:00.000000,70,854,95.0,0.0,0.0
2025-11-18 03:55:00.000000,68,863,95.0,0.0,0.0
2025-11-18 03:56:00.000000,73,817,99.0,0.0,0.0
2025-11-18 03:57:00.000000,69,889,96.0,0.0,0.0
2025-11-18 03:58:00.000000,62,959,99.0,0.0,0.0
2025-11-18 03:59:00.000000,62,963,99.0,0.0,0.0
2025-11-18 04:00:00.000000,75,792,97.0,0.0,0.0
2025-11-18 04:01:00.000000,69,870,99.0,0.0,0.0
2025-11-18 04:02:00.000000,75,763,95.0,0.0,0.0
2025-11-18 04:03:00.000000,64,898,99.0,0.0,0.0
2025-11-18 04:04:00.000000,49,1177,97.0,0.0,0.0
2025-11-18 04:05:00.000000,79,774,95.0,0.0,0.0
2025-11-18 04:06:00.000000,76,799,96.0,0.0,0.0
2025-11-18 04:07:00.000000,75,805,96.0,0.0,0.0
2025-11-18 04:08:00.000000,72,822,99.0,0.0,0.0
2025-11-18 04:09:00.000000,72,813,99.0,0.0,0.0
2025-11-18 04:10:00.000000,55,1069,98.0,0.0,0.0
2025-11-18 04:11:00.000000,61,983,97.0,0.0,0.0
2025-11-18 04:12:00.000000,73,787,96.0,0.0,0.0
2025-11-18 04:13:00.000000,67,902,96.0,0.0,0.0
2025-11-18 04:14:00.000000,69,904,96.0,0.0,0.0
2025-11-18 04:15:00.000000,74,766,97.0,0.0,0.0
2025-11-18 04:16:00.000000,72,836,99.0,0.0,0.0
2025-11-18 04:17:00.000000,51,1192,95.0,0.0,0.0
2025-11-18 04:18:00.000000,71,858,97.0,0.0,0.0
2025-11-18 04:19:00.000000,63,962,98.0,0.0,0.0
2025-11-18 04:20:00.000000,82,684,97.0,0.0,0.0
2025-11-18 04:21:00.000000,63,959,99.0,0.0,0.0
2025-11-18 04:22:00.000000,64,937,95.0,0.0,0.0
2025-11-18 04:23:00.000000,70,864,97.0,0.0,0.0
2025-11-18 04:24:00.000000,47,1286,95.0,0.0,0.0
2025-11-18 04:25:00.000000,68,915,99.0,0.0,0.0
2025-11-18 04:26:00.000000,62,953,96.0,0.0,0.0
2025-11-18 04:27:00.000000,76,829,95.0,0.0,0.0
2025-11-18 04:28:00.000000,72,837,98.0,0.0,0.0
2025-11-18 04:29:00.000000,58,1046,97.0,0.0,0.0
2025-11-18 04:30:00.000000,46,1320,99.0,0.0,0.0
2025-11-18 04:31:00.000000,81,729,97.0,0.0,0.0
2025-11-18 04:32:00.000000,47,1230,98.0,0.0,0.0
2025-11-18 04:33:00.000000,71,828,97.0,0.0,0.0
2025-11-18 04:34:00.000000,65,962,97.0,0.0,0.0
2025-11-18 04:35:00.000000,58,1023,96.0,0.0,0.0
2025-11-18 04:36:00.000000,81,695,97.0,0.0,0.0
2025-11-18 04:37:00.000000,77,779,96.0,0.0,0.0
2025-11-18 04:38:00.000000,72,842,99.0,0.0,0.0
2025-11-18 04:39:00.000000,62,960,96.0,0.0,0.0
2025-11-18 04:40:00.000000,68,868,97.0,0.0,0.0
2025-11-18 04:41:00.000000,79,801,98.0,0.0,0.0
2025-11-18 04:42:00.000000,84,717,96.0,0.0,0.0
2025-11-18 04:43:00.000000,77,761,98.0,0.0,0.0
2025-11-18 04:44:00.000000,65,924,95.0,0.0,0.0
2025-11-18 04:45:00.000000,55,1112,97.0,0.0,0.0
2025-11-18 04:46:00.000000,82,767,98.0,0.0,0.0
2025-11-18 04:47:00.000000,73,804,97.0,0.0,0.0
2025-11-18 04:48:00.000000,89,661,96.0,0.0,0.0
2025-11-18 04:49:00.000000,73,841,97.0,0.0,0.0
2025-11-18 04:50:00.000000,59,1018,96.0,0.0,0.0
2025-11-18 04:51:00.000000,69,861,97.0,0.0,0.0
2025-11-18 04:52:00.000000,74,808,97.0,0.0,0.0
2025-11-18 04:53:00.000000,81,753,99.0,0.0,0.0
2025-11-18 04:54:00.000000,75,794,95.0,0.0,0.0
2025-11-18 04:55:00.000000,75,790,98.0,0.0,0.0
2025-11-18 04:56:00.000000,66,895,98.0,0.0,0.0
2025-11-18 04:57:00.000000,87,714,99.0,0.0,0.0
2025-11-18 04:58:00.000000,82,754,95.0,0.0,0.0
2025-11-18 04:59:00.000000,55,1067,95.0,0.0,0.0
2025-11-18 05:00:00.000000,77,779,96.0,0.0,0.0
2025-11-18 05:01:00.000000,75,812,98.0,0.0,0.0
2025-11-18 05:02:00.000000,46,1269,98.0,0.0,0.0
2025-11-18 05:03:00.000000,47,1279,99.0,0.0,0.0
2025-11-18 05:04:00.000000,71,838,95.0,0.0,0.0
2025-11-18 05:05:00.000000,57,1061,98.0,0.0,0.0
2025-11-18 05:06:00.000000,69,828,96.0,0.0,0.0
2025-11-18 05:07:00.000000,62,970,95.0,0.0,0.0
2025-11-18 05:08:00.000000,67,872,97.0,0.0,0.0
2025-11-18 05:09:00.000000,79,785,96.0,0.0,0.0
2025-11-18 05:10:00.000000,54,1115,95.0,0.0,0.0
2025-11-18 05:11:00.000000,60,1011,96.0,0.0,0.0
2025-11-18 05:12:00.000000,66,895,98.0,0.0,0.0
2025-11-18 05:13:00.000000,82,717,98.0,0.0,0.0
2025-11-18 05:14:00.000000,84,698,97.0,0.0,0.0
2025-11-18 05:15:00.000000,87,659,98.0,0.0,0.0
2025-11-18 05:16:00.000000,57,1060,98.0,0.0,0.0
2025-11-18 05:17:00.000000,78,811,99.0,0.0,0.0
2025-11-18 05:18:00.000000,75,820,99.0,0.0,0.0
2025-11-18 05:19:00.000000,88,722,96.0,0.0,0.0
2025-11-18 05:20:00.000000,61,964,98.0,0.0,0.0
2025-11-18 05:21:00.000000,63,959,96.0,0.0,0.0
2025-11-18 05:22:00.000000,66,897,97.0,0.0,0.0
2025-11-18 05:23:00.000000,88,712,96.0,0.0,0.0
2025-11-18 05:24:00.000000,69,890,97.0,0.0,0.0
2025-11-18 05:25:00.000000,82,734,95.0,0.0,0.0
2025-11-18 05:26:00.000000,64,941,96.0,0.0,0.0
2025-11-18 05:27:00.000000,84,715,97.0,0.0,0.0
2025-11-18 05:28:00.000000,79,760,96.0,0.0,0.0
2025-11-18 05:29:00.000000,51,1145,97.0,0.0,0.0
2025-11-18 05:30:00.000000,90,663,95.0,0.0,0.0
2025-11-18 05:31:00.000000,70,886,97.0,0.0,0.0
2025-11-18 05:32:00.000000,69,890,97.0,0.0,0.0
2025-11-18 05:33:00.000000,76,756,96.0,0.0,0.0
2025-11-18 05:34:00.000000,71,885,96.0,0.0,0.0
2025-11-18 05:35:00.000000,60,981,96.0,0.0,0.0
2025-11-18 05:36:00.000000,56,1065,96.0,0.0,0.0
2025-11-18 05:37:00.000000,61,979,98.0,0.0,0.0
2025-11-18 05:38:00.000000,78,741,98.0,0.0,0.0
2025-11-18 05:39:00.000000,76,819,98.0,0.0,0.0
2025-11-18 05:40:00.000000,59,994,95.0,0.0,0.0
2025-11-18 05:41:00.000000,69,901,99.0,0.0,0.0
2025-11-18 05:42:00.000000,73,818,95.0,0.0,0.0
2025-11-18 05:43:00.000000,68,891,97.0,0.0,0.0
2025-11-18 05:44:00.000000,70,837,97.0,0.0,0.0
2025-11-18 05:45:00.000000,64,933,99.0,0.0,0.0
2025-11-18 05:46:00.000000,67,867,99.0,0.0,0.0
2025-11-18 05:47:00.000000,56,1100,98.0,0.0,0.0
2025-11-18 05:48:00.000000,82,745,97.0,0.0,0.0
2025-11-18 05:49:00.000000,85,713,95.0,0.0,0.0
2025-11-18 05:50:00.000000,80,758,99.0,0.0,0.0
2025-11-18 05:51:00.000000,73,854,97.0,0.0,0.0
2025-11-18 05:52:00.000000,62,958,98.0,0.0,0.0
2025-11-18 05:53:00.000000,64,907,96.0,0.0,0.0
2025-11-18 05:54:00.000000,62,987,98.0,0.0,0.0
2025-11-18 05:55:00.000000,55,1094,97.0,0.0,0.0
2025-11-18 05:56:00.000000,59,1013,96.0,0.0,0.0
2025-11-18 05:57:00.000000,65,906,96.0,0.0,0.0
2025-11-18 05:58:00.000000,78,784,97.0,0.0,0.0
2025-11-18 05:59:00.000000,89,661,95.0,0.0,0.0
2025-11-18 06:00:00.000000,76,799,97.0,0.0,245.0
2025-11-18 06:01:00.000000,75,787,97.0,0.0,245.0
2025-11-18 06:02:00.000000,68,873,97.0,0.0,245.0
2025-11-18 06:03:00.000000,61,980,97.0,0.0,245.0
2025-11-18 06:04:00.000000,62,949,98.0,0.0,245.0
2025-11-18 06:05:00.000000,58,1041,98.0,0.0,245.0
2025-11-18 06:06:00.000000,58,1028,98.0,0.0,245.0
2025-11-18 06:07:00.000000,63,934,99.0,0.0,245.0
2025-11-18 06:08:00.000000,58,1009,98.0,0.0,245.0
2025-11-18 06:09:00.000000,71,839,96.0,0.0,245.0
2025-11-18 06:10:00.000000,51,1198,99.0,0.0,245.0
2025-11-18 06:11:00.000000,61,993,96.0,0.0,245.0
2025-11-18 06:12:00.000000,67,892,97.0,0.0,245.0
2025-11-18 06:13:00.000000,71,881,98.0,0.0,245.0
2025-11-18 06:14:00.000000,76,778,96.0,0.0,245.0
2025-11-18 06:15:00.000000,46,1331,98.0,0.0,245.0
2025-11-18 06:16:00.000000,68,859,97.0,0.0,245.0
2025-11-18 06:17:00.000000,67,888,99.0,0.0,245.0
2025-11-18 06:18:00.000000,76,786,99.0,0.0,245.0
2025-11-18 06:19:00.000000,89,685,99.0,0.0,245.0
2025-11-18 06:20:00.000000,91,665,95.0,0.0,245.0
2025-11-18 06:21:00.000000,72,846,98.0,0.0,245.0
2025-11-18 06:22:00.000000,48,1246,95.0,0.0,245.0
2025-11-18 06:23:00.000000,61,986,97.0,0.0,245.0
2025-11-18 06:24:00.000000,46,1266,98.0,0.0,245.0
2025-11-18 06:25:00.000000,76,766,95.0,0.0,245.0
2025-11-18 06:26:00.000000,67,895,96.0,0.0,245.0
2025-11-18 06:27:00.000000,75,777,99.0,0.0,245.0
2025-11-18 06:28:00.000000,70,878,98.0,0.0,245.0
2025-11-18 06:29:00.000000,70,839,98.0,0.0,245.0
2025-11-18 06:30:00.000000,80,750,97.0,0.0,245.0
2025-11-18 06:31:00.000000,68,848,98.0,0.0,245.0
2025-11-18 06:32:00.000000,61,992,97.0,0.0,245.0
2025-11-18 06:33:00.000000,63,952,97.0,0.0,245.0
2025-11-18 06:34:00.000000,78,766,95.0,0.0,245.0
2025-11-18 06:35:00.000000,79,735,99.0,0.0,245.0
2025-11-18 06:36:00.000000,79,715,98.0,0.0,245.0
2025-11-18 06:37:00.000000,60,977,99.0,0.0,245.0
2025-11-18 06:38:00.000000,80,776,99.0,0.0,245.0
2025-11-18 06:39:00.000000,78,768,97.0,0.0,245.0
2025-11-18 06:40:00.000000,67,875,96.0,0.0,245.0
2025-11-18 06:41:00.000000,79,736,95.0,0.0,245.0
2025-11-18 06:42:00.000000,67,886,99.0,0.0,245.0
2025-11-18 06:43:00.000000,67,865,98.0,0.0,245.0
2025-11-18 06:44:00.000000,61,979,96.0,0.0,245.0
2025-11-18 06:45:00.000000,59,1015,99.0,0.0,245.0
2025-11-18 06:46:00.000000,93,676,97.0,0.0,245.0
2025-11-18 06:47:00.000000,55,1118,95.0,0.0,245.0
2025-11-18 06:48:00.000000,78,807,95.0,0.0,245.0
2025-11-18 06:49:00.000000,80,740,95.0,0.0,245.0
2025-11-18 06:50:00.000000,54,1112,95.0,0.0,245.0
2025-11-18 06:51:00.000000,61,1016,96.0,0.0,245.0
2025-11-18 06:52:00.000000,60,1033,95.0,0.0,245.0
2025-11-18 06:53:00.000000,85,720,96.0,0.0,245.0
2025-11-18 06:54:00.000000,62,968,95.0,0.0,245.0
2025-11-18 06:55:00.000000,66,896,99.0,0.0,245.0
2025-11-18 06:56:00.000000,75,800,98.0,0.0,245.0
2025-11-18 06:57:00.000000,60,1019,96.0,0.0,245.0
2025-11-18 06:58:00.000000,64,937,95.0,0.0,245.0
2025-11-18 06:59:00.000000,74,841,99.0,0.0,245.0
2025-11-18 07:00:00.000000,58,1039,97.0,0.0,473.0
2025-11-18 07:00:13.521557,110,536,,,
2025-11-18 07:00:14.521557,151,400,,,
2025-11-18 07:00:15.521557,155,413,,,
2025-11-18 07:00:16.521557,150,386,,,
2025-11-18 07:00:17.521557,144,422,,,
2025-11-18 07:00:18.521557,121,472,,,
2025-11-18 07:00:19.521557,152,380,,,
2025-11-18 07:00:20.521557,149,401,,,
2025-11-18 07:00:21.521557,113,522,,,
2025-11-18 07:00:22.521557,134,441,,,
2025-11-18 07:00:23.521557,148,414,,,
2025-11-18 07:00:24.521557,134,459,,,
2025-11-18 07:00:25.521557,89,668,,,
2025-11-18 07:00:26.521557,113,529,,,
2025-11-18 07:00:27.521557,115,517,,,
2025-11-18 07:00:28.521557,156,385,,,
2025-11-18 07:00:29.521557,99,620,,,
